NOTAM_REC_ID,FNS_ID,FILENAME,NOTAM_ID,NOTAM_TYPE,RELATED_NOTAM_ID,SIMPLE_TEXT,LOC_ID_ACCOUNTABLE_ORG,NOTAM_NUMBER,RELATED_NOTAM_NUMBER,TEXT,Q_CODE,Q_CODE_INTERPRETATION,A_CODE,B_CODE,C_CODE,D_CODE,E_CODE,F_CODE,G_CODE,CLASSIFICATION,POSSIBLE_NOTAM_ID,MIN_ALT,MAX_ALT,MIN_ALT_REF_TYPE,MAX_ALT_REF_TYPE,POSSIBLE_START_DATE,POSSIBLE_END_DATE,ISSUE_DATE,CANCELED_DATE,AFFECTED_FIR,DESIGNATOR,DESIGNATOR_NAME,LOCATION_NAME,ACCOUNT_ID,LOCATION_CODE,LAUNCHES_REC_ID
180,FNS_ID_43125151,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195407Z_tmp.xml,8820/16,NOTAMN,NULL,"!FDC 6/8820 HDN IAP YAMPA VALLEY, HAYDEN, CO. ILS OR LOC/DME RWY 10, ORIG... PROCEDURE NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, CHE VOR/DME OUT OF SERVICE. 1605241622-1605311622EST",FDC,Jun-20,NULL,"IAP YAMPA VALLEY, HAYDEN, CO. ILS OR LOC/DME RWY 10, ORIG... PROCEDURE NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, CHE VOR/DME OUT OF SERVICE. 1605241622-1605311622EST",ZDV//NBO/A/000/999/4028N10713W025,NULL,KHDN,10:00.0,09:00.0,NULL,"IAP YAMPA VALLEY, HAYDEN, CO. ILS OR LOC/DME RWY 10, ORIG... PROCEDURE NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS, CHE VOR/DME OUT OF SERVICE.",NULL,NULL,FDC,8820/16 NOTAMN,0,999,NULL,NULL,22:00.0,22:00.0,22:00.0,46:00.0,NULL,HDN,HAYDEN,YAMPA VALLEY,FDC,KHDN,NULL
181,FNS_ID_43134755,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195407Z_tmp.xml,A0381/16,NOTAMR,A0373/16,NULL,NULL,NULL,NULL,"ACC FREQ 128,2 MHZ SECT N FIR/LA PAZ PSN RIO BRANCO KILEV    REDUCED COVERAGE",SLLF/QCAXX/IV/NBO/AE/000/999/1630S06814W999,AIR/GROUND FACILITY,SLLF,40:00.0,00:00.0,NULL,"ACC FREQ 128,2 MHZ SECT N FIR/LA PAZ PSN RIO BRANCO KILEV    REDUCED COVERAGE ",0,999,INTL,A0381/16 NOTAMR,0,999,MSL,MSL,40:00.0,00:00.0,41:00.0,42:00.0,SLLF,NULL,NULL,REGION DE INFORMACION DE VUELO FIR LA PAZ,SLLPYNYX,SLLF,NULL
182,FNS_ID_42988638,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195407Z_tmp.xml,0037/16,NOTAMN,NULL,!LAN 05/037 Y31 OBST TOWER LGT (ASR 1247949) 442007.60N0841340.00W (5.8NM NNW Y31) 1594.8FT (239.8FT AGL) OUT OF SERVICE 1605021330-1606021330,LAN,05/037,NULL,OBST TOWER LGT (ASR 1247949) 442007.60N0841340.00W (5.8NM NNW Y31) 1594.8FT (239.8FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1247949) 442007.60N0841340.00W (5.8NM NNW Y31) 1594.8FT (239.8FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0037/16 NOTAMN,NULL,NULL,NULL,NULL,30:00.0,30:00.0,30:00.0,49:00.0,NULL,Y31,WEST BRANCH COMMUNITY,WEST BRANCH COMMUNITY,LAN,Y31,NULL
183,FNS_ID_43022372,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195407Z_tmp.xml,0065/16,NOTAMN,NULL,!PIE 05/065 DED OBST TOWER LGT (ASR 1041193) 285616.00N0811857.00W (8.0NM SSW DED) 1742.8FT (1674.9FT AGL) OUT OF SERVICE 1605062218-1606062218,PIE,05/065,NULL,OBST TOWER LGT (ASR 1041193) 285616.00N0811857.00W (8.0NM SSW DED) 1742.8FT (1674.9FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,1742.8FT (1674.9FT AGL) OUT OF SERVICE 1605062218-1606062218,OBST TOWER LGT (ASR 1041193) 285616.00N0811857.00W (8.0NM SSW DED) 1742.8FT (1674.9FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0065/16 NOTAMN,NULL,NULL,NULL,NULL,18:00.0,18:00.0,18:00.0,48:00.0,NULL,DED,DELAND MUNI-SIDNEY H TAYLOR FIELD,DELAND MUNI-SIDNEY H TAYLOR FIELD,PIE,KDED,NULL
184,FNS_ID_43117295,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195407Z_tmp.xml,0019/16,NOTAMN,NULL,!PKB 05/019 PKB OBST TOWER LGT (ASR 1229615) 391532.90N0811636.40W  (9.1NM SE PKB) 1428.8FT (355.0FT AGL) OUT OF SERVICE 1605211935-1606211200,PKB,05/019,NULL,OBST TOWER LGT (ASR 1229615) 391532.90N0811636.40W (9.1NM SE PKB) 1428.8FT (355.0FT AGL) OUT OF SERVICE,NULL,NULL,NULL,35:00.0,NULL,NULL,OBST TOWER LGT (ASR 1229615) 391532.90N0811636.40W (9.1NM SE PKB) 1428.8FT (355.0FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0019/16 NOTAMN,NULL,NULL,NULL,NULL,35:00.0,00:00.0,37:00.0,45:00.0,NULL,PKB,MID-OHIO VALLEY RGNL,MID-OHIO VALLEY RGNL,PKB,KPKB,NULL
185,FNS_ID_43135242,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195407Z_tmp.xml,0549/16,NOTAMN,NULL,!FTW 05/549 F01 OBST TOWER LGT (ASR 1231184) 342008.40N0995245.20W  (6.9NM WNW F01) 1865.8FT (310.0FT AGL) OUT OF SERVICE 1605241948-1606231950,FTW,05/549,NULL,OBST TOWER LGT (ASR 1231184) 342008.40N0995245.20W (6.9NM WNW F01) 1865.8FT (310.0FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1231184) 342008.40N0995245.20W (6.9NM WNW F01) 1865.8FT (310.0FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0549/16 NOTAMN,NULL,NULL,NULL,NULL,48:00.0,50:00.0,49:00.0,NULL,NULL,F01,QUANAH MUNI,QUANAH MUNI,FTW,F01,NULL
186,FNS_ID_43135246,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195407Z_tmp.xml,V1871/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,RESTRICTED AREA ACT: URR624.,URRV/QRRCA/IV/BO/W/000/999/4637N03759E019,RESTRICTED AREA ACTIVATED,URRV,00:00.0,59:00.0,01-04 06-11 13-18 20-25 27-30 0000-2359,RESTRICTED AREA ACT: URR624.,15M,600M,INTL,V1871/16 NOTAMN,0,999,AGL,AGL,00:00.0,59:00.0,45:00.0,NULL,URRV,NULL,NULL,ROSTOV FIR,UUUUYNYX,URRV,NULL
187,FNS_ID_43116882,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195407Z_tmp.xml,0200/16,NOTAMN,NULL,!EKN 05/200 I18 OBST TOWER LGT (ASR 1288828) 385158.40N0815104.40W (4.1NM SSW I18) 960.0FT (305.1FT AGL) OUT OF SERVICE 1605211525-1607211200,EKN,05/200,NULL,OBST TOWER LGT (ASR 1288828) 385158.40N0815104.40W (4.1NM SSW I18) 960.0FT (305.1FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1288828) 385158.40N0815104.40W (4.1NM SSW I18) 960.0FT (305.1FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0200/16 NOTAMN,NULL,NULL,NULL,NULL,25:00.0,00:00.0,27:00.0,47:00.0,NULL,I18,JACKSON COUNTY,JACKSON COUNTY,EKN,I18,NULL
188,FNS_ID_43131811,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,0019/16,NOTAMN,NULL,!APF 05/019 APF AD AP CLSD TO PLA  1605241330-1605242130,APF,05/019,NULL,AD AP CLSD TO PLA,NULL,NULL,NULL,NULL,NULL,NULL,AD AP CLSD TO PLA,NULL,NULL,DOM,0019/16 NOTAMN,NULL,NULL,NULL,NULL,30:00.0,30:00.0,30:00.0,51:00.0,NULL,APF,NAPLES MUNI,NAPLES MUNI,APF,KAPF,NULL
189,FNS_ID_43131814,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,0036/16,NOTAMN,NULL,!FMY 05/036 FMY AD AP CLSD TO PLA  1605241330-1605242130,FMY,05/036,NULL,AD AP CLSD TO PLA,NULL,NULL,NULL,NULL,NULL,NULL,AD AP CLSD TO PLA,NULL,NULL,DOM,0036/16 NOTAMN,NULL,NULL,NULL,NULL,30:00.0,30:00.0,30:00.0,51:00.0,NULL,FMY,PAGE FIELD,PAGE FIELD,FMY,KFMY,NULL
190,FNS_ID_43135254,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,0644/16,NULL,NULL,!SUAC 05/644 ZKC AIRSPACE AR400(N) ACT FL240-FL260 1605250145-1605250330,SUAC,05/644,NULL,AIRSPACE AR400(N) ACT FL240-FL260,NULL,NULL,NULL,NULL,NULL,NULL,AIRSPACE AR400(N) ACT FL240-FL260,NULL,NULL,DOM,0644/16,240,260,NULL,NULL,45:00.0,30:00.0,50:00.0,NULL,NULL,NULL,NULL,ZKC ARTCC,SUAC,ZKC,NULL
191,FNS_ID_43135257,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,H2577/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,"AERIAL FILING WILL OPERATE IN LOW FLYING AREA 7 WI 2NM RADIUS OF PSN 512805N 0030825W (CARDIFF) , MAX HEIGHT 1500FT AGL. ACFT MAY NOT BE ABLE TO COMPLY WITH RAC. MIL ACFT SHALL AVOID THE AREA IN ACCORDANCE WITH CIVIL AIRCRAFT NOTIFICATION PROCEDURE, UK AIP ENR 1-10. OPS CTC 01503240543. 16/05/053/LFBC",EGTT/QWELW/IV/BO,EXERCISES WILL TAKE PLACE,EGTT,00:00.0,00:00.0,NULL,AERIAL FILING WILL OPERATE IN LOW FLYING AREA 7 WI 2NM RADIUS OF PSN 512805N 0030825W,",",1730FT,INTL,H2577/16 NOTAMN,NULL,17.3,NULL,MSL,00:00.0,00:00.0,48:00.0,NULL,EGTT,NULL,NULL,LONDON ATCC,EGGNYNYX,EGTT,NULL
192,FNS_ID_43135267,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,0073/16,NOTAMN,NULL,!PBI 05/073 PBI TWY B1 CLSD   1605241952-1605252000,PBI,05/073,NULL,TWY B1 CLSD,NULL,NULL,NULL,NULL,NULL,NULL,TWY B1 CLSD,NULL,NULL,DOM,0073/16 NOTAMN,NULL,NULL,NULL,NULL,52:00.0,00:00.0,52:00.0,NULL,NULL,PBI,PALM BEACH INTL,PALM BEACH INTL,PBI,KPBI,NULL
193,FNS_ID_43135263,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,0072/16,NOTAMN,NULL,!PBI 05/072 PBI TWY B BTN TWY A AND APCH END RWY 14 CLSD   1605241951-1605252000,PBI,05/072,NULL,TWY B BTN TWY A AND APCH END RWY 14 CLSD,NULL,NULL,NULL,NULL,NULL,NULL,TWY B BTN TWY A AND APCH END RWY 14 CLSD,NULL,NULL,DOM,0072/16 NOTAMN,NULL,NULL,NULL,NULL,51:00.0,00:00.0,51:00.0,NULL,NULL,PBI,PALM BEACH INTL,PALM BEACH INTL,PBI,KPBI,NULL
194,FNS_ID_43135270,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,0214/16,NOTAMN,NULL,!MIA 05/214 TNT AD AP CLSD  1605252100-1605261200,MIA,05/214,NULL,AD AP CLSD,NULL,NULL,NULL,NULL,NULL,NULL,AD AP CLSD,NULL,NULL,DOM,0214/16 NOTAMN,NULL,NULL,NULL,NULL,00:00.0,00:00.0,52:00.0,NULL,NULL,TNT,DADE-COLLIER TRAINING AND TRANSITION,DADE-COLLIER TRAINING AND TRANSITION,MIA,KTNT,NULL
195,FNS_ID_43117377,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,0016/16,NULL,NULL,!YOW 05/016 YOW  CYOW RWY 14/32 CLSD 1300-2100 DLY  1605241300-1605262100,YOW,05/016,NULL,CYOW RWY 14/32 CLSD 1300-2100 DLY,NULL,NULL,NULL,NULL,NULL,NULL,CYOW RWY 14/32 CLSD 1300-2100 DLY,NULL,NULL,DOM,0016/16,NULL,NULL,NULL,NULL,00:00.0,00:00.0,02:00.0,49:00.0,CZUL,NULL,NULL,OTTAWA/MACDONALD-CARTIER INTL,YOW,YOW,NULL
196,FNS_ID_43135265,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,M0103/16,NOTAMC,M0102/16,M0103/16 NOTAMC M0102/16,NULL,NULL,NULL,M0103/16 NOTAMC M0102/16 A) KBIF,NULL,NULL,KBIF,NULL,NULL,NULL,M0103/16 NOTAMC M0102/16 A) KBIF,NULL,NULL,MIL,M0103/16 NOTAMC,NULL,NULL,NULL,NULL,52:00.0,52:00.0,52:00.0,NULL,NULL,NULL,NULL,BIGGS AAF (FORT BLISS),KBIF,BIF,NULL
197,FNS_ID_43135287,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,M0613/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,AIRFIELD OBSTRUCTION; 12 FT VEHICLE POSITIONED 6670FT FROM RUNWAY 22 THRESHOLD AND 300FT LEFT OF RUNWAY 22 CENTERLINE,ZAB/QXXXX/IV/NBO/A/000/999/3422N10319W005,NULL,KCVS,00:00.0,59:00.0,NULL, AIRFIELD OBSTRUCTION; 12 FT VEHICLE POSITIONED 6670FT FROM RUNWAY 22 THRESHOLD AND 300FT LEFT OF RUNWAY 22 CENTERLINE,0,999,MIL,M0613/16 NOTAMN,0,999,MSL,MSL,00:00.0,59:00.0,55:00.0,NULL,ZAB,NULL,NULL,CANNON AFB,KCVS,CVS,NULL
198,FNS_ID_43050712,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,05/001,NOTAMN,NULL,!PCM 05/001 PCM COM GND COM OUTLET 121.725 OUT OF SERVICE   1605111756-1605312000,PCM,05/001,NULL,COM GND COM OUTLET 121.725 OUT OF SERVICE,/QXXXX/,NULL,KPCM,48:00.0,00:00.0,NULL,SVC GROUND COMMUNICATION OUTLET (GCO) 121.725 IS OUT OF SERVICE ,0,999,DOM,0001/16 NOTAMN,0,999,MSL,MSL,56:00.0,00:00.0,57:00.0,54:00.0,ZMA,NULL,NULL,PLANT CITY,PCM,PCM,NULL
199,FNS_ID_43135269,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T195916Z_tmp.xml,0236/16,NOTAMN,NULL,!RDU 05/236 2GC OBST TOWER LGT (ASR 1008957) 344818.20N0785216.90W  (5.5NM SSW 2GC) 463.9FT (308.1FT AGL) OUT OF SERVICE 1605241952-1606231952,RDU,05/236,NULL,OBST TOWER LGT (ASR 1008957) 344818.20N0785216.90W (5.5NM SSW 2GC) 463.9FT (308.1FT AGL) OUT OF SERVICE,NULL,NULL,NULL,NULL,NULL,NULL,OBST TOWER LGT (ASR 1008957) 344818.20N0785216.90W (5.5NM SSW 2GC) 463.9FT (308.1FT AGL) OUT OF SERVICE,NULL,NULL,DOM,0236/16 NOTAMN,NULL,NULL,NULL,NULL,52:00.0,52:00.0,53:00.0,NULL,NULL,2GC,GRAYS CREEK,GRAYS CREEK,RDU,2GC,NULL
200,FNS_ID_43116566,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,A0166/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,ON NAAMES 9 MILITARY ACTIVITY ALONG THE ROUTE FROM 4500N 4100W TO 4300N 4100W TO 4500N 4500W,KZNY/QRACA/IV/NBO/W/000/999/,AIRSPACE RESERVATION ACTIVATED,KZNY,30:00.0,55:00.0,NULL,ON NAAMES 9 MILITARY ACTIVITY ALONG THE ROUTE FROM 4500N 4100W TO 4300N 4100W TO 4500N 4500W,14000FT,FL210,INTL,A0166/16 NOTAMN,140,210,NULL,MSL,30:00.0,55:00.0,20:00.0,NULL,KZNY,NULL,NULL,ZNY ARTCC,KZNY,ZNY,NULL
201,FNS_ID_43125932,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,05/038,NOTAMN,NULL,!PHF 05/038 PHF NAV PJS NDB OUT OF SERVICE 1605241100-1605242000,PHF,05/038,NULL,NAV PJS NDB OUT OF SERVICE,NULL,NULL,KPHF,00:00.0,00:00.0,NULL,NAV PJS NDB OUT OF SERVICE,0,999,DOM,0038/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,03:00.0,56:00.0,ZDC,PHF,NEWPORT NEWS/WILLIAMSBURG INTL,NEWPORT NEWS/WILLIAMSBURG INTL,PHF,KPHF,NULL
202,FNS_ID_43120180,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,05/007,NOTAMN,NULL,!HOM 05/007 HOM NAV ILS RWY 04 LOC/DME OUT OF SERVICE 1605241800-1605242000,HOM,05/007,NULL,NAV ILS RWY 04 LOC/DME OUT OF SERVICE,ZAN//I/NBO/A/000/999/5938N15128W005,NULL,PAHO,00:00.0,00:00.0,NULL, NAV ILS RWY 04 LOCALIZER/DME OUT OF SERVICE ,0,999,DOM,0007/16 NOTAMN,0,999,MSL,MSL,00:00.0,00:00.0,36:00.0,55:00.0,ZAN,HOM,HOMER,HOMER,HOM,PAHO,NULL
203,FNS_ID_43134354,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,05/436,NOTAMN,NULL,!ORD 05/436 ORD NAV ILS RWY 14R DME OUT OF SERVICE 1605241804-1605242000,ORD,05/436,NULL,NAV ILS RWY 14R DME OUT OF SERVICE,ZAU//I/NBO/A/000/999/4158N08754W005,NULL,KORD,04:00.0,00:00.0,NULL, NAV ILS RWY 14R DME OUT OF SERVICE ,0,999,DOM,0436/16 NOTAMN,0,999,MSL,MSL,04:00.0,00:00.0,04:00.0,56:00.0,ZAU,ORD,CHICAGO OHARE INTL,CHICAGO OHARE INTL,ORD,KORD,NULL
204,FNS_ID_43134384,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,A4820/16,NOTAMN,NULL,NULL,NULL,NULL,NULL,ILS RWY 14R DME U/S,KZAU/QIDAS/I/NBO/A/000/999/4159N08754W005,DME ASSOCIATED WITH ILS UNSERVICEABLE,KORD,04:00.0,00:00.0,NULL,ILS RWY 14R DME U/S ,0,999,INTL,A4820/16 NOTAMN,0,999,MSL,MSL,04:00.0,00:00.0,04:00.0,56:00.0,KZAU,NULL,NULL,CHICAGO OHARE INTL,KORD,ORD,NULL
205,FNS_ID_43133373,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,D4034/16,NOTAMR,D3993/16,NULL,NULL,NULL,NULL,RESTRICTED AREA LRR133 PANCIU ACTIVATED.    ANTI-HAIL ROCKET FRNG.    EXPECT RADAR VECTORING.,LRBB/QRRCA/IV/BO,RESTRICTED AREA ACTIVATED,LRBB,03:00.0,00:00.0,NULL,RESTRICTED AREA LRR133 PANCIU ACTIVATED.    ANTI-HAIL ROCKET FRNG.    EXPECT RADAR VECTORING.,GND,FL255,INTL,D4034/16 NOTAMR,0,255,AGL,MSL,03:00.0,00:00.0,03:00.0,54:00.0,LRBB,NULL,NULL,CIVIL AERONAUTICAL AUTHORITY,LRBBYNYX,LRBB,NULL
206,FNS_ID_43133372,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,D4033/16,NOTAMR,D3992/16,NULL,NULL,NULL,NULL,RESTRICTED AREA LRR131 ANGHELESTI ACTIVATED.    ANTI-HAIL ROCKET FRNG.    EXPECT RADAR VECTORING.,LRBB/QRRCA/IV/BO,RESTRICTED AREA ACTIVATED,LRBB,01:00.0,00:00.0,NULL,RESTRICTED AREA LRR131 ANGHELESTI ACTIVATED.    ANTI-HAIL ROCKET FRNG.    EXPECT RADAR VECTORING.,GND,FL255,INTL,D4033/16 NOTAMR,0,255,AGL,MSL,01:00.0,00:00.0,02:00.0,53:00.0,LRBB,NULL,NULL,CIVIL AERONAUTICAL AUTHORITY,LRBBYNYX,LRBB,NULL
207,FNS_ID_43133374,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,D4035/16,NOTAMR,D3994/16,NULL,NULL,NULL,NULL,RESTRICTED AREA LRR134 BOLOTESTI ACTIVATED.    ANTI-HAIL ROCKET FRNG.    EXPECT RADAR VECTORING.,LRBB/QRRCA/IV/BO,RESTRICTED AREA ACTIVATED,LRBB,03:00.0,00:00.0,NULL,RESTRICTED AREA LRR134 BOLOTESTI ACTIVATED.    ANTI-HAIL ROCKET FRNG.    EXPECT RADAR VECTORING.,GND,FL255,INTL,D4035/16 NOTAMR,0,255,AGL,MSL,03:00.0,00:00.0,04:00.0,54:00.0,LRBB,NULL,NULL,CIVIL AERONAUTICAL AUTHORITY,LRBBYNYX,LRBB,NULL
208,FNS_ID_43133370,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,D4036/16,NOTAMR,D3995/16,NULL,NULL,NULL,NULL,RESTRICTED AREA LRR135 BIZIGHESTI ACTIVATED.    ANTI-HAIL ROCKET FRNG.    EXPECT RADAR VECTORING.,LRBB/QRRCA/IV/BO,RESTRICTED AREA ACTIVATED,LRBB,04:00.0,00:00.0,NULL,RESTRICTED AREA LRR135 BIZIGHESTI ACTIVATED.    ANTI-HAIL ROCKET FRNG.    EXPECT RADAR VECTORING.,GND,FL255,INTL,D4036/16 NOTAMR,0,255,AGL,MSL,04:00.0,00:00.0,04:00.0,55:00.0,LRBB,NULL,NULL,CIVIL AERONAUTICAL AUTHORITY,LRBBYNYX,LRBB,NULL
209,FNS_ID_43134244,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,05/073,NOTAMN,NULL,!VDZ 05/073 VDZ NAV LOC TYPE DIRECTIONAL AID RWY 06 LOC/DME OUT OF SERVICE 1605241830-1605242030,VDZ,05/073,NULL,NAV LOC TYPE DIRECTIONAL AID RWY 06 LOC/DME OUT OF SERVICE,ZAN//I/NBO/A/000/999/6108N14614W005,NULL,PAVD,30:00.0,30:00.0,NULL, NAV LOC TYPE DIRECTIONAL AID RWY 06 LOCALIZER/DME OUT OF SERVICE ,0,999,DOM,0073/16 NOTAMN,0,999,MSL,MSL,30:00.0,30:00.0,49:00.0,58:00.0,ZAN,VDZ,VALDEZ PIONEER FIELD,VALDEZ PIONEER FIELD,VDZ,PAVD,NULL
210,FNS_ID_43135289,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,05/452,NOTAMR,NULL,!ORD 05/452 ORD NAV ILS RWY 14R DME OUT OF SERVICE 1605241956-1605242100,ORD,05/452,NULL,NAV ILS RWY 14R DME OUT OF SERVICE,ZAU//I/NBO/A/000/999/4158N08754W005,NULL,KORD,56:00.0,00:00.0,NULL, NAV ILS RWY 14R DME OUT OF SERVICE ,0,999,DOM,0452/16 NOTAMN,0,999,MSL,MSL,56:00.0,00:00.0,56:00.0,NULL,ZAU,ORD,CHICAGO OHARE INTL,CHICAGO OHARE INTL,ORD,KORD,NULL
211,FNS_ID_43131037,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,0007/16,NOTAMN,NULL,!PVU 05/007 PVU RWY 13/31 CLSD  1605241216-1605242300,PVU,05/007,NULL,RWY 13/31 CLSD,NULL,NULL,NULL,NULL,NULL,NULL,RWY 13/31 CLSD,NULL,NULL,DOM,0007/16 NOTAMN,NULL,NULL,NULL,NULL,16:00.0,00:00.0,16:00.0,00:00.0,NULL,PVU,PROVO MUNI,PROVO MUNI,PVU,KPVU,NULL
212,FNS_ID_43135315,E:\Working\Sherlock_NOTAM_Data\Temporary\notam.20160524T200434Z_tmp.xml,0020/16,NOTAMN,NULL,!WAL 05/020 WAL TWY E SOUTH OF TWY H CLSD  1605251200-1605251500,WAL,05/020,NULL,TWY E SOUTH OF TWY H CLSD,NULL,NULL,NULL,NULL,NULL,NULL,TWY E SOUTH OF TWY H CLSD,NULL,NULL,DOM,0020/16 NOTAMN,NULL,NULL,NULL,NULL,00:00.0,00:00.0,00:00.0,NULL,NULL,WAL,WALLOPS FLIGHT FACILITY,WALLOPS FLIGHT FACILITY,WAL,KWAL,NULL
